station_type,company,name,address,city,latitude,longitude,phone,services,connector_types,amenities,is_24_7,station_id,gps_coordinates,image_url,source_url,combined_at
Petrol,SOCAR,7i SAYLI YDS,"Binəqədi rayonu, Goradil qəsəbəsi",Binəqədi,40.566106,49.856617,,,,,,,"40.566106, 49.856617",https://mymaps.usercontent.google.com/hostedimage/m/*/3ALCsBoozRM-nOlGF1t_P7eVfg7uSuwEReXQ3ujYMkhuKGYOYrqEo5oXgPoJ2VUcJOUOT-wOcoXj1DTsONSYqwaUDSaHNFT-VgPZrnhlhsOslj4QJ6Y8abBntbyXs3_scmJmgnUGkRtKXsKz9TGZ3p92bbnTM2attG2VZ-HYx6qnScAT87X5-KhspoaRU9J9b1pvjWofV9jJL43xvTA?fife=s16383,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,8 SAYLI YDS,"Bakı Salyan şossesinin 70-ci km-i, Haciqabul-Astara yol ayrıcı, yolun sol tərəfində",Salyan,39.970057,49.41544,,,,,,,"39.970057, 49.415440",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,8i SAYLI YDS,"Yevlax-Zaqatala yolu istiqaməti, Şəki şəhərinin sonuncu kəndi sayılan Çayqaraqoyunlu kəndi ərazisi",Yevlax-Zaqatala,40.844999,47.219173,,,,,,,"40.844999, 47.219173",https://mymaps.usercontent.google.com/hostedimage/m/*/3ALCsBoruec0DYq8MPY0gOF6m240irHT8gdTEUV8GeijcEUzpqZ82jUk5HiFrbhJnXuQ4kRIl9X0X0r8eAga3CFwz-5D-o1ZbLgcDS6o8Q916yXzXmNzFc_3qA11YMjvDILDZ5EjZ51NzsrFCkMPGPdn9EErP0ZrOczjrW2MPGjwrUhCERl65GZlD9_a3bbd_x1hT9sb-bCH2H_tElA?fife=s16383,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,8s SAYLI YDS,Ağdam şəhəri,Ağdam,40.013422,46.947148,,,,,,,"40.013422, 46.947148",https://mymaps.usercontent.google.com/hostedimage/m/*/3ALCsBoqfimjCmPPCTG_d_Q7HCBREPi3Ms16csM_2j3m5XGBOSOoYXCazIodWAJUiXagLC8ip7z-m9ak3IsIoJkYSFe_1P_GFLwo9ApPzqWLcK3acc8oLWgHU-KFHZ3Oq9U1RaNNa1jNcAVXbrwZ4CRI74H6ZSixXMpmcgWIZhjvua3RRzHZmn1labPYYJv_NXbXQLUDEzn0wK1eX?fife=s16383,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,9 SAYLI YDS,"Bakı Salyan şossesinin 14-cü km-i, Lökbatan qəsəbəsi yaxınlığında, yolun sağ tərəfində",Salyan,40.2967326,49.7524934,,,,,,,"40.2967326, 49.7524934",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,9i SAYLI YDS,"Bakı şəhəri, Biləcəri qəsəbəsi, Sumqayıt şosesi, 2-ci km. 4 ünvanında, Dövlət Yol Polis İdarəsinə məxsus ekologiya postu yaxınlığında",Bakı,40.433378,49.784576,,,,,,,"40.433378, 49.784576",https://mymaps.usercontent.google.com/hostedimage/m/*/3ALCsBorTXGl5np90628g5-x3P3lSH2I8j8yOxNsS6TkotUAl-mxI46SZsptdtyMkhbiHbrgOhyP6qt7RB3nrUsyAQwappcbZX_DXWsU55WGtFhICPPbGO8AP0ysZPy1FbO0WdGdZqwQpdacqhSDEWRhUBSafPAjAb2183XOFuy8uoV9kDjGrwlnUdJJp4oKjFzkMx_JLExnLqRL9_Q?fife=s16383,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,9s SAYLI YDS,"Xocavənd rayonu,Hadrut qəsəbəsi",Xocavənd,39.524656,47.029594,,,,,,,"39.524656, 47.029594",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,10 SAYLI YDS,"Bakı Quba yolunun 28-ci km-də, yolun sağ tərəfində, Ceyranbatan qəsəbəsi yaxınlığında",Bakı,40.556514,49.639856,,,,,,,"40.556514, 49.639856",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,10i SAYLI YDS,Gürcüstan-Qazax-Bakı magistralının üzərində - Goranboy rayonunun Boluslu kəndi ərazisi,Bakı,40.644939,46.860371,,,,,,,"40.644939, 46.860371",https://mymaps.usercontent.google.com/hostedimage/m/*/3ALCsBop2A3dPpt5HN9vsAdyjBlrqoYNXVgPHK-NySDiNVskWrKpzDjCqkDs3yD4rnMGolCvRsksXNiF5y3zrXmJLZFgylvhVddiIEsOt-0tMoApIBxKNECmP6nLw_MrBXY271cLGeZVhbvqVEz1Q4sl4HkCial7u9wR7aaGxM_FgAjd05udT4cXXdWwqrZuWWX54Te0NYizJJTnE?fife=s16383,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,10s SAYLI  YDS,Sea Breeze,Sea,40.5735,49.939734,,,,,,,"40.573500, 49.939734",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,11 SAYLI YDS,"Bakı Quba yolunun 28-cikm-də, yolun sol tərəfində, Ceyranbatan qəsəbəsi yaxınlığında",Bakı,40.555628,49.639569,,,,,,,"40.555628, 49.639569",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,11i SAYLI YDS,"Sumqayıt şəhəri, 10-cu mikrorayon, Babək küçəsi 208.",Sumqayıt,40.565256,49.6979,,,,,,,"40.565256, 49.697900",https://mymaps.usercontent.google.com/hostedimage/m/*/3ALCsBoraOaw7Wxt9TFzLGz_82qGxYdOiPeIANbVwapGW_dwpEbL7Zvx94naDAUaxfRPgYBFFdKx7ooCSoY1S73y26-vJMTazEE7JoA8IZwcJJ9_Mxuck3057IE2RPhNyAncuKRrUcS8jlWnosEAVsPNZ-RWb1Pqv7UOO9AjdoOjbuhoV3d5_-syuvqrrZLBmW_8te2taROJadx8h0g?fife=s16383,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,11S SAYLI YDS,LAÇIN şəhəri,LAÇIN,39.611674,46.529945,,,,,,,"39.611674, 46.529945",https://mymaps.usercontent.google.com/hostedimage/m/*/3ALCsBooUzehMrxdFjcSzcocw8AWwK0VJheEc0YUHf2WKxfXzRBCQNm0IHNyTwmdyFKd653_O_vd4O9-dZMSJ_lZywN8PElRYjNoq6VA1r2HOJRI-npY6YllPYusq3sG99vDRh-ylWYc20ud5M_vpxjim7_GPEDZJ2OvkfqXZ7_XX-kOcCdHqk0z4_kvoSwScSKqSysh5FwwKimgO?fife=s16383,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,12 SAYLI YDS,"Bakı şəhəri, Sabunçu rayonu, Sabunçu ŞTQ, Sabunçu dairəsinin cənub qərb hissəsi. H.Əliyev pr-ti 333",Bakı,40.435965,49.929889,,,,,,,"40.435965, 49.929889",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,12i SAYLI YDS,"Salyan rayonu, Salyan şəhəri, Ələt-Astara yolu, 19-cu km.",Salyan,39.644504,49.011382,,,,,,,"39.644504, 49.011382",https://mymaps.usercontent.google.com/hostedimage/m/*/3ALCsBoqxhDPlJcjCN8UbMbFJ59LTkn69Sh9i4sqYzT2a7NVZayvaFJA-RdquS_fX4vsy6u-OZHpM-pjzwN5MSTI9gwww80o2KbwXQk14JwlGgOBgV0M0ENCOk1mw1gI7i-p5mrdKlVXc1osWhvyny_dCAmAjlko8zVJsEp672NqSj-dWvdHn3pkORfz0YX3d6P8dhvE6cahdCNWnSQ?fife=s16383,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,12s SAYLI YDS,Cəbrayıl ray. Şükürbəyli kəndi,Cəbrayıl,39.320408,47.147695,,,,,,,"39.320408, 47.147695",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,13 SAYLI YDS,"Bakı şəhəri, Xətai rayonu, Babək pr-ti 2315-ci məhəllə(Maşın bazarının yaxınlığı)",Bakı,40.39376,49.932558,,,,,,,"40.393760, 49.932558",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,13i SAYLI YDS,"Lerik rayonu, Piran kəndi, 20-ci km.",Lerik,38.733567,48.667074,,,,,,,"38.733567, 48.667074",https://mymaps.usercontent.google.com/hostedimage/m/*/3ALCsBorY9KYfvwNTffVn4ev12Z5vtSDSOKWVX6jU4THJPnc_0FhI_TTH4KiY5YQR5t_OhY8xQsJRjezDmuAnOmRAHK3zvBiQjfU8IQkPCPO_zR2zVUMV3wOmPivjkwCAc1im5LtvX11ggoYysDxj42brybqQDzpkmpQreFMprMl__-E5J_fygUOaaCNAkZoxssS7tctuRMj3kVT6?fife=s16383,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,13S SAYLI YDS,Xankəndi şəhəri,Xankəndi,39.837337,46.771289,,,,,,,"39.837337, 46.771289",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,14 SAYLI YDS,"Bakı şəhəri, Babək pr-ti ilə O.Vəliyev küçəsinin kəsişməsi",Bakı,40.392651,49.914626,,,,,,,"40.392651, 49.914626",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,14i SAYLI YDS,"Ünvan: Sumqayıt şəhəri, Sülh küçəsi və Koroğlu prospektinin kəsişməsi",Ünvan:,40.584324,49.662777,,,,,,,"40.584324, 49.662777",https://mymaps.usercontent.google.com/hostedimage/m/*/3ALCsBoqpLePLr6olyviHaA_DvPvwV3KaxGb5yywqbvlOWkzSd5mB16VkwX4S_HiiLYLtX49QCipLgAyMGgXi5s1SaICjhEChvK8jBD3Fl0DeYfoSXNtbhtJzS3h96D-U0wA2jxxwjY0vNDL89lYMePqzq__6mIRG5BvFob9zm1e4gIdH1EwCQvkRkCl4rYEwviIn_bkjBPFPGWaW?fife=s16383,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,14S SAYLI YDS,Fizuli şəhəri,Fizuli,39.603489,47.157566,,,,,,,"39.603489, 47.157566",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,15 SAYLI YDS,"Siyəzən rayonu, Bakı-Quba yolunun 86-cı kilometrliyi, sağ tərəf",Siyəzən,40.971356,49.245104,,,,,,,"40.971356, 49.245104",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,15i SAYLI YDS,"Bakı şəh.,Novxanı qəsəbəsi Heydər Əliyev prospekti",Bakı,40.550906,49.780724,,,,,,,"40.550906, 49.780724",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,15S SAYLI YDS,Kəlbəcər rayonu,Kəlbəcər,40.161932,46.228294,,,,,,,"40.161932, 46.228294",https://mymaps.usercontent.google.com/hostedimage/m/*/3ALCsBoqIa6UVViYj8ILR7v5MIJbmZZooqVWgVF6guw9gZxeIuOHWzA_PrSgMfZgIyJ_hcWNXRe9jCAs5NuIG4zzvSS5TMoPUKszA-BaWLhSp9AA6BUYx5-JeQCIDovcaRsUDStHO2R9tfuaaJAtN608BlQKl_3R7TG-hrdRPCcx_x_LCg9ySk3CocxAq3dYFDEKrL_2zYpN6eHjVbaD9KSvhfPy2c_Z3Xg69nLy-l4cGnPBzF52eX1wl1TnnJeI?fife=s16383,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,16 SAYLI YDS,"Siyəzən rayonu, Bakı-Quba yolunun 86-cı kilometrliyi, sol tərəf",Siyəzən,40.970634,49.244111,,,,,,,"40.970634, 49.244111",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,16i SAYLI YDS,Bərdə rayon Bakı küçəsi,Bakı,40.396422,47.127636,,,,,,,"40.396422, 47.127636",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,17 SAYLI YDS,Z.Bünyadov pr-ti,Z.Bünyadov,40.425132,49.90701,,,,,,,"40.425132, 49.907010",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,17i SAYLI YDS,"Mingəçevir rayonu , H.Əliyev pros. 341",Mingəçevir,40.757261,47.085863,,,,,,,"40.757261, 47.085863",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,18 SAYLI YDS,"Hacıqabul rayonu, Pirsaat qəsəbəsi",Hacıqabul,40.042683,49.060623,,,,,,,"40.042683, 49.060623",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,18i SAYLI YDS,"İsmayıllı r-nu,Nizami Gəncəvi küç.",İsmayıllı,40.788757,48.172219,,,,,,,"40.788757, 48.172219",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,19A SAYLI YDS,"Şamaxı rayonu, Əngəxaran kəndi",Şamaxı,40.656937,48.641183,,,,,,,"40.656937, 48.641183",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,19B SAYLI YDS,"Şamaxı rayonu, Sabir qəsəbəsi",Şamaxı,40.595872,48.697502,,,,,,,"40.595872, 48.697502",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,19i SAYLI YDS,Kürdəmir rayonu Babək küçəsi.,Kürdəmir,40.351444,48.162597,,,,,,,"40.351444, 48.162597",https://mymaps.usercontent.google.com/hostedimage/m/*/3ALCsBoqhYsCt6lBY6qBSsVVUB8qlBS8SXhq5ra1gTuHWu5adGz2GQAbJEt2dlb9zdhugFg56SsYVdnNkgiv4PCTWbj0TnUfubPhjMII7hJPEjGn_fddscmoQQN9ohMWZ7-6dmZudNY4MAvuGdumG0_XJGzfkZDdTXAe5xeKSQOfpsIGsNZajKfAZlWIODpXwNSW9g-fvSggPtQlpfyJ08ThRSNpdBc9d3t3BHTUxYQ9SqwMbY0IlJ2K6eP_85vE?fife=s16383,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,20 SAYLI YDS,"Bakı şəhəri, Binəqədi rayonu, Binəqədi qəsəbəsinin şimal hissəsi, Binəqədi – Novxanı yolu.",Bakı,40.481654,49.835896,,,,,,,"40.481654, 49.835896",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,20i SAYLI YDS,Ağdaş rayonu,Ağdaş,40.644215,47.494838,,,,,,,"40.644215, 47.494838",https://mymaps.usercontent.google.com/hostedimage/m/*/3ALCsBorQeSaLpbmg0d_23Ys2oHdAI90en9xScskxaNiBb6C9tChSd7s4l4NR6TjC5m9bUzl5RNj0R1XsXZE6jDE-T4Gh9sYEMsbBIvMsv4YEzwnka4as9_qchkzBbeEAAiBL0HOFhyLDBM7NYzI-hrYOXBKYqJr8e8oG1T_Zv-8qQsByD30p3tix4Y9Sqj7bi8UfCT2y_ONpXmGYYSadr8dl2xtjjujirZ5NI1w6KC_t-UxvKKKtVdpaGPej06o?fife=s16383,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,21 SAYLI YDS,"Xətai rayonu, Nobel prospekti",Xətai,40.375886,49.915262,,,,,,,"40.375886, 49.915262",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,21i SAYLI YDS,"Şəmkir rayonu, Düyərli kəndi",Şəmkir,40.917523,45.889949,,,,,,,"40.917523, 45.889949",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,22 SAYLI YDS,"Yasamal Rayonu, Qanlı Göl yaxınlığında",Yasamal,40.362293,49.796421,,,,,,,"40.362293, 49.796421",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,22-i SAYLI YDS,,,40.400484,49.858113,,,,,,,"40.400484, 49.858113",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,23 SAYLI YDS,"Zaqatala rayonu, Mazıx kəndi",Zaqatala,41.639823,46.575938,,,,,,,"41.639823, 46.575938",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,23i SAYLI YDS,"Mammadamin Rasul-Zadeh St, Baku",Mammadamin,40.45602,49.756923,,,,,,,"40.456020, 49.756923",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,24 SAYLI YDS,"Qubadlı rayonu, Eyvazlı kəndi",Qubadlı,39.431437,46.389028,,,,,,,"39.431437, 46.389028",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,24i SAYLI YDS,Şıxov,Şıxov,40.305442,49.785462,,,,,,,"40.305442, 49.785462",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,25 SAYLI YDS,Şuşa şəhəri,Şuşa,39.770226,46.746681,,,,,,,"39.770226, 46.746681",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,25i SAYLI YDS,Hövsan,Hövsan,40.366687,50.081245,,,,,,,"40.366687, 50.081245",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,26i SAYLI YDS,Müşfiqabad,Müşfiqabad,40.466994,49.636068,,,,,,,"40.466994, 49.636068",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,27i SAYLI YDS,Ziya Bünyadov pr-ti,Ziya,40.41833,49.862625,,,,,,,"40.418330, 49.862625",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,28i SAYLI YDS,Mehdiabad qəsəbəsi,Mehdiabad,40.480779,49.855903,,,,,,,"40.480779, 49.855903",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,29i SAYLI YDS,Sədərək rayonu Qaraağac kəndi,Sədərək,39.644281,44.874918,,,,,,,"39.644281, 44.874918",https://mymaps.usercontent.google.com/hostedimage/m/*/3ALCsBooBnn4mCQW9FXPddouKGzj604J6fYeZ55etq56XaO28ZkCpv6BWzrmE3XV6L91qKi8QzfZDxGYqyIrnrkWwdTEvFpYdb19pHayKcbhheqvL7xxB08IyTPXkumjdOyWRASn3EM2x1RdfzeV8WtgOBHzGfubcqR-6mfFn9SuWghswh2V9oiuZ9cjStiZy7OsoaJKgqcPmiOrEoNbzvoX-CyZXrlnCuaKP-wmtWFvw8MlQPem1MCww6dW6RYw?fife=s16383,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,31i SAYLI YDS,"Göygöl rayonu, Quşqara kəndi, Zəfər küçəsi, giriş 98",Göygöl,40.712547,46.303993,,,,,,,"40.712547, 46.303993",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
Petrol,SOCAR,STQ YDS,Zığ Hövsan yolu,Zığ,40.354942,49.980372,,,,,,,"40.354942, 49.980372",,https://socar-petroleum.az/az/pages/xidmet-sebekesi,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Lankaran Springs Wellness Resort,"Sultan Əliyev 1, Haftoni, Lənkəran, Azərbaycan, AZ4216",Lənkəran,38.7669348,48.760272,,,Wall (Euro),,Yes,6303eca6f230e4f6bd2e332c,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),AzPetrol Alyat,"Baku-Alyat-Astara-Iran, Azerbaijan",Baku-Alyat-Astara-Iran,39.6740676,49.01067,,,CSS Combo 1; CHAdeMO; Type 2 (Mennekes),,Yes,6303ee93fa6010ec96bcca82,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),AzPetrol Salyan,"Salyan şosesi, Qaradağ, Bakı, Azərbaycan, AZ1081",Bakı,39.994744499999996,49.4309,,,CSS Combo 1; CHAdeMO; Type 2 (Mennekes),,Yes,6303f030fa6010ec96bcca83,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),AzPetrol Mayak,"Salyan şosesi, Qaradağ, Bakı, Azərbaycan, AZ1083",Bakı,40.28604189999999,49.73332799999999,,,CSS Combo 1; CHAdeMO; Type 2 (Mennekes),Cafe; WC,Yes,6303f200fa6010ec96bcca84,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),AzPetrol Mayak2,"Salyan şosesi, Qaradağ, Bakı, Azərbaycan, AZ1063",Bakı,40.29652909999999,49.755026,,,CSS Combo 1; CHAdeMO; Type 2 (Mennekes),,Yes,6303f349fa6010ec96bcca85,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),AzPetrol Kurdamir,Azərbaycan,Azərbaycan,40.32207869999999,48.189805,,,CSS Combo 1; CSS Combo 2; CHAdeMO; Type 2 (Mennekes),,Yes,6303f43bfa6010ec96bcca86,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),AzPetrol Ag seher,"8 Noyabr, Xətai, Bakı, Azərbaycan, AZ1025",Bakı,40.3789582,49.883739,,,CSS Combo 1; CHAdeMO; Type 2 (Mennekes),Cafe,Yes,6303f5f6fa6010ec96bcca87,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Love Park,"Yeryomenko, Xətai, Bakı, Azərbaycan, AZ1025",Bakı,40.38689719999999,49.866214,,,CSS Combo 1; CHAdeMO; Type 2 (Mennekes),,Yes,6303f6c9fa6010ec96bcca88,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Ahmadli,"Sarayevo 109, Xətai, Bakı, Azərbaycan, AZ1142",Bakı,40.386883799999964,49.96139,,,Type 1 (J1772); Wall; Wall (BS1363); Wall (Euro),,Yes,6303f771fa6010ec96bcca89,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),AzPetrol Qabala,"Həsən bəy Zərdabi 74, Yasamal, Bakı, Azərbaycan, AZ1122",Bakı,40.38846130000002,49.80786,,,CSS Combo 1; CHAdeMO; Type 2 (Mennekes),,Yes,6303f82afa6010ec96bcca8a,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),AzPetrol Spartak,"Tbilisi 6, Nəsimi, Bakı, Azərbaycan, AZ1065",Bakı,40.3889872,49.82630799999999,,,CSS Combo 1; CHAdeMO; Type 2 (Mennekes),,Yes,6303f95afa6010ec96bcca8b,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Heydar Aliyev Center,"Gülarə Qədirbəyova 2, Nəsimi, Bakı, Azərbaycan, AZ1008",Bakı,40.39272310000001,49.864926,,,CSS Combo 1; CHAdeMO; Type 2 (Mennekes),,Yes,6303f9e6fa6010ec96bcca8c,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),AzPetrol Babak,"Babək 238, Xətai, Bakı, Azərbaycan, AZ1074",Bakı,40.39119210000001,49.908193,,,CSS Combo 1; CHAdeMO; Type 2 (Mennekes),,Yes,6303faa4fa6010ec96bcca8d,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Audi Center,"Babək 257, Nizami, Bakı, Azərbaycan, AZ1030",Bakı,40.39264400000002,49.911139,,,CSS Combo 1; CHAdeMO,,Yes,6303fb9bfa6010ec96bcca8f,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),AzPetrol Ganjlik,"Vaqif 125, Nərimanov, Bakı, Azərbaycan, AZ1110",Bakı,40.398954799999984,49.848493,,,CSS Combo 1; CHAdeMO; Type 2 (Mennekes),Cafe; WC,Yes,6303fcd8fa6010ec96bcca90,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Ganjlik Mall,"Fətəli xan Xoyski 4, Nərimanov, Bakı, Azərbaycan, AZ1110",Bakı,40.399632999999994,49.850287,,,Type 2 (Mennekes),,Yes,6303fd82fa6010ec96bcca91,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Samaxinka,"2-ci Alatava 94y, Yasamal, Bakı, Azərbaycan, AZ1011",Bakı,40.4079414,49.800153,,,Wall (Euro),,Yes,6303fdf7fa6010ec96bcca92,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),AzPetrol Carl Maks,"Ziya Bünyadov 155, Məmməd Əmin Rəsulzadə, Binəqədi, Bakı, Azərbaycan, AZ1106",Bakı,40.411067,49.83440800000001,,,CSS Combo 1; CHAdeMO; Type 2 (Mennekes),Cafe,Yes,6303fe96fa6010ec96bcca93,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),AzPetrol Heydar Aliyev2,"Heydər Əliyev 141, Nərimanov, Bakı, Azərbaycan, AZ1029",Bakı,40.41036819999999,49.893459,,,CSS Combo 1; CHAdeMO; Type 2 (Mennekes),,Yes,6303ff50fa6010ec96bcca94,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),AzPetrol Mikayil Aliyev,"Mikayıl Əliyev, Nizami, Bakı, Azərbaycan, AZ1060",Bakı,40.4121677,49.924327,0,,CSS Combo 1; CHAdeMO; Type 2 (Mennekes),,Yes,6303ffd6fa6010ec96bcca95,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),Porsche Baku Center,"Mikayıl Əliyev 7, Nizami, Bakı, Azərbaycan, AZ1060",Bakı,40.40776220000001,49.927231,,,Type 2 (Mennekes),,Yes,63040045fa6010ec96bcca96,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
EV Charging,AYNA (Gov),AzPetrol Heydar Aliyev,"Heydər Əliyev 170, Nizami, Bakı, Azərbaycan, AZ1029",Bakı,40.41817070000002,49.911988,,,CSS Combo 1; CHAdeMO; Type 2 (Mennekes),,Yes,630400c9fa6010ec96bcca97,,,https://edm.ayna.gov.az/,2025-12-18T20:13:39.705005
