id,name,address,city,latitude,longitude,phone,services,image_url,source_url,scraped_at
445,Təzə Şilyan,"Ucar rayonu, Müsüslü kəndi, Təze Şilyan kəndi, AZ 6100",Ucar,40.42862,47.93738,(020) 213-40-14,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Kafe; YDM,https://qnela1.azpetrol.com/uploads/image_a4af0fc2f1.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
448,Muğan,"Hacıqabul rayonu, Muğan qəsəbəsi, Ələt-Yevlax yolunun 59,5 km,AZ 2415",Hacıqabul,40.080657610193214,48.851198542327865,(050) 235-43-91,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Kafe; YDM,https://qnela1.azpetrol.com/uploads/image_9f45f4d552.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
451,Padar,"Hacıqabul rayonu, Padar qəsəbəsi, AZ 2421",Hacıqabul,40.21558,48.52746,(050) 225-28-07,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Kafe; YDM; Ödəmə terminalları,https://qnela1.azpetrol.com/uploads/image_d211eb1beb.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
454,Goran,"Goranboy rayonu, Məşədiqaralar kəndi, AZ 2215",Goranboy,40.63703,46.93817,(050) 225-28-25,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Kafe; YDM,https://qnela1.azpetrol.com/uploads/image_dea2c51927.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
457,Biləsuvar,"Biləsuvar rayonu, Biləsuvar şəhəri, Bakı-Astara yolunun 184-185-ci km, AZ 1300",Biləsuvar,39.44136,48.55416,(025) 295-15-75,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; Kafe; YDM; Ödəmə terminalları,https://qnela1.azpetrol.com/uploads/image_92c4d016ae.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
460,Neftçala,"Neftçala rayonu, Neftçala şəhəri, Heydər Əliyev prospekti, AZ 4700",Neftçala,39.39693,49.24587,(021) 263-45-50,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Kafe; YDM; Ödəmə terminalları,https://qnela1.azpetrol.com/uploads/image_d8b0b043f4.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
463,Siyəzən,"Siyəzən rayonu, Bakı-Quba yolu, AZ 5300",Siyəzən,41.09428,49.09527,(050) 255-44-58,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Kafe; YDM; Ödəmə terminalları,https://qnela1.azpetrol.com/uploads/image_aff2fab35e.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
466,Xudat,"Xaçmaz rayonu, Xudat şəhəri, 4-cü şöbə, AZ 2717",Xaçmaz,41.6066,48.69547,(050) 268-17-07,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; Kafe; YDM; Ödəmə terminalları,https://qnela1.azpetrol.com/uploads/image_cbaba338c0.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
469,Saatlı,"Saatlı rayonu, Saatlı şəhəri, Heydər Əliyev Prospekti, AZ 4900",Saatlı,39.92138,48.35495,(021) 285-26-51,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Kafe; YDM; Ödəmə terminalları,https://qnela1.azpetrol.com/uploads/image_6a22bb5fe5.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
472,Göyşaban,"Lənkəran rayonu, Göyşaban kəndi, AZ 4239",Lənkəran,38.84853,48.81617,(025) 252-65-42,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Kafe; YDM,https://qnela1.azpetrol.com/uploads/image_9ddadb7c0a.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
